variety,section,HPH,nanopaper,strip,weight,modulus_star,toughness_star,TI_star
Yemen,Stem,L,1,6,0.2295,5.16,1.44,85.07063725
Yemen,Stem,L,1,7,0.2299,4.57,1.46,86.56653328
Yemen,Stem,L,1,8,0.2286,5.02,1.61,86.92437992
Yemen,Stem,L,2,1,0.2223,5.44,1.35,85.09924089
Yemen,Stem,L,2,2,0.2256,5.28,1.51,89.26300532
Yemen,Stem,L,2,3,0.2296,4.9,1.29,87.86465592
Yemen,Stem,L,2,4,0.2275,5.14,1.33,89.55003956
Yemen,Stem,L,2,5,0.2305,5.23,0.99,80.47675054
Yemen,Stem,L,2,6,0.231,5.19,1.36,87.03179221
Yemen,Stem,L,2,7,0.2321,5.31,1.13,84.51362559
Yemen,Stem,L,2,8,0.2297,,,
Yemen,Stem,M,1,1,0.201,6.28,1.1,81.57254104
Yemen,Stem,M,1,2,0.1989,5.95,2.41,106.3218665
Yemen,Stem,M,1,3,0.2013,6.81,1.24,85.92046945
Yemen,Stem,M,1,4,0.1992,6.91,1.98,99.17922063
Yemen,Stem,M,1,5,0.1981,6.3,1.79,94.99002524
Yemen,Stem,M,1,6,0.1985,6.25,2.36,102.8353602
Yemen,Stem,M,1,7,0.1988,5.89,1.98,97.87490946
Yemen,Stem,M,1,8,0.1991,6.28,1.91,95.75001005
Yemen,Stem,M,2,1,0.1963,6.43,2.11,105.9337137
Yemen,Stem,M,2,2,0.1991,6.3,2.11,106.8508162
Yemen,Stem,M,2,3,0.1982,7.1,2.12,107.4162714
Yemen,Stem,M,2,4,0.1961,,,
Yemen,Stem,M,2,5,0.1998,6.51,1.62,100.0427703
Yemen,Stem,M,2,6,0.1947,6.29,1.85,104.6450385
Yemen,Stem,M,2,7,0.1959,6.01,1.87,103.5943185
Yemen,Stem,M,2,8,0.1969,,,
Yemen,Stem,H,1,1,0.2084,7.16,2.99,109.2357294
Yemen,Stem,H,1,2,0.2085,7.7,2.51,105.9145683
Yemen,Stem,H,1,3,0.2081,7.21,2.16,101.4716699
Yemen,Stem,H,1,4,0.2072,7.4,3.44,116.869083
Yemen,Stem,H,1,5,0.2061,6.82,3.86,119.6437555
Yemen,Stem,H,1,6,0.2086,7.18,3.77,118.4906951
Yemen,Stem,H,1,7,0.2067,,,
Yemen,Stem,H,1,8,0.2056,7.03,2.55,104.371284
Yemen,Stem,H,2,1,0.2058,7.94,3.05,109.5494497
Yemen,Stem,H,2,2,0.2079,7.29,2.24,100.5181818
Yemen,Stem,H,2,3,0.2086,6.97,2.16,99.99657958
Yemen,Stem,H,2,4,0.2046,7.12,2.54,104.647434
Yemen,Stem,H,2,5,0.2058,7.34,2.4,105.3607872
Yemen,Stem,H,2,6,0.2075,7.51,2.35,102.7779398
Yemen,Stem,H,2,7,0.2069,7.19,1.53,91.73892702
Yemen,Stem,H,2,8,0.2076,7.54,3.79,119.4622543
GreenleafBMR,Leaf,L,1,1,0.1918,7.39,1.61,88.91264468
GreenleafBMR,Leaf,L,1,2,0.1942,7.1,1.69,88.41392379
GreenleafBMR,Leaf,L,1,3,0.1937,6.93,1.22,80.26606092
GreenleafBMR,Leaf,L,1,4,0.1919,7.6,1.22,82.77856696
GreenleafBMR,Leaf,L,1,5,0.1949,7.27,0.73,69.55887122
GreenleafBMR,Leaf,L,1,6,0.1925,6.73,1.49,84.99123117
GreenleafBMR,Leaf,L,1,7,0.1929,7.69,1.16,80.67614697
GreenleafBMR,Leaf,L,1,8,0.1919,7.11,1.08,80.1285852
GreenleafBMR,Leaf,L,2,1,,,,
GreenleafBMR,Leaf,L,2,2,,,,
GreenleafBMR,Leaf,L,2,3,,,,
GreenleafBMR,Leaf,L,2,4,,,,
GreenleafBMR,Leaf,L,2,5,,,,
GreenleafBMR,Leaf,L,2,6,,,,
GreenleafBMR,Leaf,L,2,7,,,,
GreenleafBMR,Leaf,L,2,8,,,,
GreenleafBMR,Leaf,M,1,1,0.2164,,,
GreenleafBMR,Leaf,M,1,2,0.2201,7.66,1.24,83.13840981
GreenleafBMR,Leaf,M,1,3,0.2176,7.7,2.5,101.6075184
GreenleafBMR,Leaf,M,1,4,0.217,7.72,2.26,97.66228687
GreenleafBMR,Leaf,M,1,5,0.2165,7.38,2.1,95.00117321
GreenleafBMR,Leaf,M,1,6,0.216,7.59,2.92,103.7688125
GreenleafBMR,Leaf,M,1,7,0.2161,7.74,2.72,100.7154975
GreenleafBMR,Leaf,M,1,8,0.2155,,,
GreenleafBMR,Leaf,M,2,1,0.1915,7.15,3.05,108.6230091
GreenleafBMR,Leaf,M,2,2,0.1918,,,
GreenleafBMR,Leaf,M,2,3,0.1885,7.18,2.81,107.3260862
GreenleafBMR,Leaf,M,2,4,0.1877,7.93,2.55,105.1104102
GreenleafBMR,Leaf,M,2,5,0.1892,7.68,3.4,111.1639733
GreenleafBMR,Leaf,M,2,6,0.1921,,,
GreenleafBMR,Leaf,M,2,7,0.1919,7.91,2.18,99.05978504
GreenleafBMR,Leaf,M,2,8,0.1898,7.93,2.46,98.89639094
GreenleafBMR,Leaf,H,1,1,0.196,7.86,2.76,103.4182079
GreenleafBMR,Leaf,H,1,2,0.1945,8.1,1.67,92.21500643
GreenleafBMR,Leaf,H,1,3,0.1932,8.51,1.75,94.16347826
GreenleafBMR,Leaf,H,1,4,0.1947,,,
GreenleafBMR,Leaf,H,1,5,0.1982,8.4,2.53,100.5691536
GreenleafBMR,Leaf,H,1,6,0.1959,7.81,2.06,95.4231317
GreenleafBMR,Leaf,H,1,7,0.1956,,,
GreenleafBMR,Leaf,H,1,8,0.1961,8.13,2.48,100.7712468
GreenleafBMR,Leaf,H,2,1,0.2001,7.88,0.99,81.29366942
GreenleafBMR,Leaf,H,2,2,0.1991,7.43,1.28,84.72360874
GreenleafBMR,Leaf,H,2,3,0.1986,7.39,1.2,82.99418429
GreenleafBMR,Leaf,H,2,4,0.1975,,,
GreenleafBMR,Leaf,H,2,5,0.1992,8.54,0.81,77.79442771
GreenleafBMR,Leaf,H,2,6,0.1975,,,
GreenleafBMR,Leaf,H,2,7,0.1991,7.46,1.52,91.40022099
GreenleafBMR,Leaf,H,2,8,0.1997,,,
GreenleafBMR,Sheath,L,1,1,0.2228,6.62,2.18,112.6912702
GreenleafBMR,Sheath,L,1,2,0.2223,7.01,1.64,105.7640688
GreenleafBMR,Sheath,L,1,3,0.2223,6.79,1.59,104.3358502
GreenleafBMR,Sheath,L,1,4,0.2222,7.56,1.42,98.03409991
GreenleafBMR,Sheath,L,1,5,0.2249,7,1.48,98.97680969
GreenleafBMR,Sheath,L,1,6,0.2232,,,
GreenleafBMR,Sheath,L,1,7,0.2224,6.83,1.28,92.87973696
GreenleafBMR,Sheath,L,1,8,0.2232,7.07,2.45,113.2007661
GreenleafBMR,Sheath,L,2,1,0.2289,6.55,2.78,103.0387156
GreenleafBMR,Sheath,L,2,2,0.2265,6.81,1.38,82.8802649
GreenleafBMR,Sheath,L,2,3,0.2283,,,
GreenleafBMR,Sheath,L,2,4,0.2297,6.07,1.99,90.86704832
GreenleafBMR,Sheath,L,2,5,0.2298,5.91,2.86,107.0274184
GreenleafBMR,Sheath,L,2,6,0.2289,6.23,1.21,77.27449541
GreenleafBMR,Sheath,L,2,7,0.2275,6.44,1.75,86.39897143
GreenleafBMR,Sheath,L,2,8,0.2256,,,
GreenleafBMR,Sheath,M,1,1,0.2126,7.64,2.08,107.0385113
GreenleafBMR,Sheath,M,1,2,0.2118,7.5,2.72,118.1810269
GreenleafBMR,Sheath,M,1,3,0.2144,7.29,2.21,107.058694
GreenleafBMR,Sheath,M,1,4,0.2136,8.27,1.97,103.765323
GreenleafBMR,Sheath,M,1,5,0.2125,7.73,1.69,100.19268
GreenleafBMR,Sheath,M,1,6,0.2125,,,
GreenleafBMR,Sheath,M,1,7,0.2129,,,
GreenleafBMR,Sheath,M,1,8,0.2127,7.69,0.9,85.67638223
GreenleafBMR,Sheath,M,2,1,0.2135,6.98,1.36,90.30481967
GreenleafBMR,Sheath,M,2,2,0.2115,7.63,3.61,125.0959574
GreenleafBMR,Sheath,M,2,3,0.2122,7.12,2.75,114.5893402
GreenleafBMR,Sheath,M,2,4,0.2138,7.2,1.91,100.4114593
GreenleafBMR,Sheath,M,2,5,0.2137,7.47,0.83,78.6703182
GreenleafBMR,Sheath,M,2,6,0.2102,7.67,1.32,91.28805542
GreenleafBMR,Sheath,M,2,7,0.2118,7.44,0.87,80.89461756
GreenleafBMR,Sheath,M,2,8,0.2106,,,
GreenleafBMR,Sheath,H,1,1,0.1948,7.87,2.73,109.3888668
GreenleafBMR,Sheath,H,1,2,0.1926,8.2,1.65,95.25542056
GreenleafBMR,Sheath,H,1,3,0.189,8.29,2.43,104.838619
GreenleafBMR,Sheath,H,1,4,0.1944,8.15,2.96,112.4808333
GreenleafBMR,Sheath,H,1,5,0.1914,,,
GreenleafBMR,Sheath,H,1,6,0.1901,,,
GreenleafBMR,Sheath,H,1,7,0.1926,8.39,1.83,97.55579439
GreenleafBMR,Sheath,H,1,8,0.1937,,,
GreenleafBMR,Sheath,H,2,1,0.1911,7.92,3.29,114.2395997
GreenleafBMR,Sheath,H,2,2,0.1922,8.36,3.63,118.2764828
GreenleafBMR,Sheath,H,2,3,0.1876,8.47,1.28,88.56969083
GreenleafBMR,Sheath,H,2,4,0.1903,8.63,2.82,108.5173936
GreenleafBMR,Sheath,H,2,5,0.1907,8.15,4.05,123.476366
GreenleafBMR,Sheath,H,2,6,0.1902,7.72,2.35,104.0043336
GreenleafBMR,Sheath,H,2,7,0.1903,8.68,1.02,82.30412507
GreenleafBMR,Sheath,H,2,8,0.1872,,,
GreenleafBMR,Stem,L,1,1,0.1831,5.31,0.73,79.43544511
GreenleafBMR,Stem,L,1,2,0.1862,5.65,0.73,78.975
GreenleafBMR,Stem,L,1,3,0.1843,6.09,0.65,77.91604721
GreenleafBMR,Stem,L,1,4,0.187,5.86,1.16,87.61189572
GreenleafBMR,Stem,L,1,5,0.185,5.57,1.12,90.18707838
GreenleafBMR,Stem,L,1,6,0.1834,5.63,0.98,85.50512814
GreenleafBMR,Stem,L,1,7,0.1849,5.76,0.67,79.49983775
GreenleafBMR,Stem,L,1,8,0.1825,5.25,0.44,69.06126575
GreenleafBMR,Stem,L,2,1,0.1877,5.2,1.22,86.3114984
GreenleafBMR,Stem,L,2,2,0.1874,,,
GreenleafBMR,Stem,L,2,3,0.1843,5.66,0.84,78.62983315
GreenleafBMR,Stem,L,2,4,0.1858,6.09,1.28,90.66361679
GreenleafBMR,Stem,L,2,5,0.1882,6.02,1.23,88.11439957
GreenleafBMR,Stem,L,2,6,0.1857,5.8,1.13,84.34914378
GreenleafBMR,Stem,L,2,7,0.1883,6.02,0.83,76.90988715
GreenleafBMR,Stem,L,2,8,0.1873,,,
GreenleafBMR,Stem,M,1,1,0.1981,5.99,1.45,95.63374558
GreenleafBMR,Stem,M,1,2,0.199,6.88,1.28,91.60115201
GreenleafBMR,Stem,M,1,3,0.1983,6.34,1.19,88.01913767
GreenleafBMR,Stem,M,1,4,0.1994,6.14,0.91,82.29448345
GreenleafBMR,Stem,M,1,5,0.1983,6.52,2.46,109.0279312
GreenleafBMR,Stem,M,1,6,0.1977,6.33,1.26,90.89997724
GreenleafBMR,Stem,M,1,7,0.1996,6.31,2.19,104.6464178
GreenleafBMR,Stem,M,1,8,0.197,6.32,0.85,77.64590102
GreenleafBMR,Stem,M,2,1,0.2022,6.55,2.14,100.7422144
GreenleafBMR,Stem,M,2,2,0.1993,5.99,2.31,102.7152772
GreenleafBMR,Stem,M,2,3,0.2016,6.4,1.97,98.08808036
GreenleafBMR,Stem,M,2,4,0.2065,5.29,1.95,96.54444915
GreenleafBMR,Stem,M,2,5,0.2017,6.07,1.1,80.88821393
GreenleafBMR,Stem,M,2,6,0.2022,6.59,1.59,91.15715875
GreenleafBMR,Stem,M,2,7,0.2023,6.15,1.48,90.46204523
GreenleafBMR,Stem,M,2,8,0.2006,6.62,1.94,95.8430683
GreenleafBMR,Stem,H,1,1,0.1862,6.59,2.88,112.2602578
GreenleafBMR,Stem,H,1,2,0.1857,6.85,2.23,106.9368659
GreenleafBMR,Stem,H,1,3,0.1883,,,
GreenleafBMR,Stem,H,1,4,0.1878,6.98,2.96,113.0302356
GreenleafBMR,Stem,H,1,5,0.1884,7.62,2.29,104.9943153
GreenleafBMR,Stem,H,1,6,0.1904,7.19,2.88,110.1441176
GreenleafBMR,Stem,H,1,7,0.1851,,,
GreenleafBMR,Stem,H,1,8,0.186,,,
GreenleafBMR,Stem,H,2,1,0.1905,6.97,3.29,118.9969355
GreenleafBMR,Stem,H,2,2,0.1907,8.04,2.85,111.8774173
GreenleafBMR,Stem,H,2,3,0.1913,8.28,4.48,130.7760881
GreenleafBMR,Stem,H,2,4,0.1884,,,
GreenleafBMR,Stem,H,2,5,0.1922,7.27,1.97,103.0125239
GreenleafBMR,Stem,H,2,6,0.1907,8.27,4.04,126.5948452
GreenleafBMR,Stem,H,2,7,0.1893,7.96,3.83,123.6832197
GreenleafBMR,Stem,H,2,8,0.1847,,,
Graingrass,Leaf,L,1,1,0.1941,7.42,0.92,78.16218315
Graingrass,Leaf,L,1,2,0.1926,6.92,1.06,82.27191589
Graingrass,Leaf,L,1,3,0.1943,6.84,1.31,84.02954452
Graingrass,Leaf,L,1,4,0.1932,7.32,1.73,90.66201475
Graingrass,Leaf,L,1,5,0.1925,6.95,1.31,84.8858961
Graingrass,Leaf,L,1,6,0.1961,7.05,0.69,71.18157828
Graingrass,Leaf,L,1,7,0.1956,,,
Graingrass,Leaf,L,1,8,0.1928,6.81,0.59,67.42437759
Graingrass,Leaf,L,2,1,0.1954,7.41,1.58,83.14334954
Graingrass,Leaf,L,2,2,0.1962,7.06,0.99,75.84409404
Graingrass,Leaf,L,2,3,0.1946,7.38,1.22,82.10221095
Graingrass,Leaf,L,2,4,0.1957,6.86,1.28,81.27342616
Graingrass,Leaf,L,2,5,0.1959,7.5,0.81,73.88519908
Graingrass,Leaf,L,2,6,0.1948,7.89,1.52,85.00546201
Graingrass,Leaf,L,2,7,0.1957,7.39,1.24,80.10849642
Graingrass,Leaf,L,2,8,0.1936,,,
Graingrass,Leaf,M,1,1,0.1961,7.28,1.39,92.21009434
Graingrass,Leaf,M,1,2,0.201,7.43,2.28,102.148791
Graingrass,Leaf,M,1,3,0.1998,7.08,2.34,103.2313514
Graingrass,Leaf,M,1,4,0.1986,7.63,1.36,91.41861295
Graingrass,Leaf,M,1,5,0.1961,7.28,2.29,101.1386961
Graingrass,Leaf,M,1,6,0.1994,7.31,2.07,101.093096
Graingrass,Leaf,M,1,7,0.1963,7.62,2.14,99.20152968
Graingrass,Leaf,M,1,8,0.1971,7.68,0.99,79.60526432
Graingrass,Leaf,M,2,1,0.2043,7.16,2.51,100.5935091
Graingrass,Leaf,M,2,2,0.2024,7.21,2.33,100.1410538
Graingrass,Leaf,M,2,3,0.2,,,
Graingrass,Leaf,M,2,4,0.2013,,,
Graingrass,Leaf,M,2,5,0.2011,7.35,2.07,89.85203768
Graingrass,Leaf,M,2,6,0.2017,7.33,1.3,85.22827688
Graingrass,Leaf,M,2,7,0.2037,7.21,2.69,102.6151546
Graingrass,Leaf,M,2,8,0.1996,7.13,1.47,88.81421844
Graingrass,Leaf,H,1,1,0.1608,8.26,0.9,80.52271455
Graingrass,Leaf,H,1,2,0.1629,7.41,0.72,75.79337017
Graingrass,Leaf,H,1,3,0.1642,7.42,0.92,79.63059683
Graingrass,Leaf,H,1,4,0.1639,7.54,1.51,90.830482
Graingrass,Leaf,H,1,5,0.162,7.32,0.76,76.797
Graingrass,Leaf,H,1,6,0.1627,7.3,2.11,98.80274124
Graingrass,Leaf,H,1,7,0.1625,7.51,0.44,65.03629846
Graingrass,Leaf,H,1,8,0.1609,7.86,1.58,93.76819764
Graingrass,Leaf,H,2,1,0.1613,7.59,0.46,67.02740236
Graingrass,Leaf,H,2,2,0.1595,,,
Graingrass,Leaf,H,2,3,0.1594,7.47,1.01,85.81372961
Graingrass,Leaf,H,2,4,0.1615,7.74,0.76,79.26804334
Graingrass,Leaf,H,2,5,0.1705,8.37,2.14,105.2377258
Graingrass,Leaf,H,2,6,0.1607,,,
Graingrass,Leaf,H,2,7,0.1596,7.71,0.51,69.49825658
Graingrass,Leaf,H,2,8,0.1579,7.12,0.39,62.73738125
Graingrass,Sheath,L,1,1,0.224,6.6,1.21,91.67112723
Graingrass,Sheath,L,1,2,0.2231,7.09,1.46,97.47983303
Graingrass,Sheath,L,1,3,0.2226,7.45,2.11,109.3819912
Graingrass,Sheath,L,1,4,0.2202,7.07,2.14,112.254186
Graingrass,Sheath,L,1,5,0.2197,7.12,0.72,80.55407601
Graingrass,Sheath,L,1,6,0.2158,7.08,1.32,94.03056534
Graingrass,Sheath,L,1,7,0.2168,,,
Graingrass,Sheath,L,1,8,0.2198,,,
Graingrass,Sheath,L,2,1,0.2192,7.03,1.83,104.2083907
Graingrass,Sheath,L,2,2,0.2186,7.22,1.35,96.86208829
Graingrass,Sheath,L,2,3,0.2144,7.41,1.98,109.2144963
Graingrass,Sheath,L,2,4,0.2243,7.33,1.97,106.2586625
Graingrass,Sheath,L,2,5,0.2239,6.92,1.67,102.0603618
Graingrass,Sheath,L,2,6,0.2156,,,
Graingrass,Sheath,L,2,7,0.2221,7.66,1.37,97.53901959
Graingrass,Sheath,L,2,8,0.2142,,,
Graingrass,Sheath,M,1,1,0.2163,7.14,1.24,90.0370111
Graingrass,Sheath,M,1,2,0.2195,6.86,1.49,94.89183827
Graingrass,Sheath,M,1,3,0.2192,6.73,1.7,95.49070826
Graingrass,Sheath,M,1,4,0.2205,7.45,2.19,105.8017245
Graingrass,Sheath,M,1,5,0.2192,7.33,1.24,91.39122263
Graingrass,Sheath,M,1,6,0.2196,7.17,2.48,112.6482787
Graingrass,Sheath,M,1,7,0.2177,7.18,1.93,103.8219143
Graingrass,Sheath,M,1,8,0.2195,6.8,1.33,92.09792255
Graingrass,Sheath,M,2,1,0.2223,7.06,2.38,109.9202429
Graingrass,Sheath,M,2,2,0.2234,7.47,0.92,82.85591764
Graingrass,Sheath,M,2,3,0.2198,7.2,3.07,119.2005369
Graingrass,Sheath,M,2,4,0.2195,7.43,1.7,99.10127563
Graingrass,Sheath,M,2,5,0.2172,,,
Graingrass,Sheath,M,2,6,0.2177,7.77,0.85,82.0429582
Graingrass,Sheath,M,2,7,0.2205,7.77,2.04,105.1185306
Graingrass,Sheath,M,2,8,0.2198,7.56,0.87,81.75214286
Graingrass,Sheath,H,1,1,0.2161,,,
Graingrass,Sheath,H,1,2,0.2162,7.77,2.61,116.0365171
Graingrass,Sheath,H,1,3,0.2177,8.24,1.13,91.74263895
Graingrass,Sheath,H,1,4,0.2166,7.76,2.86,118.0823269
Graingrass,Sheath,H,1,5,0.2172,7.98,1.24,94.91945097
Graingrass,Sheath,H,1,6,0.2163,7.67,1.49,99.32320735
Graingrass,Sheath,H,1,7,0.2174,7.74,1.08,90.88956762
Graingrass,Sheath,H,1,8,0.2165,,,
Graingrass,Sheath,H,2,1,0.2208,7.83,4.54,131.3034986
Graingrass,Sheath,H,2,2,0.2252,7.71,1.89,102.2686445
Graingrass,Sheath,H,2,3,0.2248,8.18,3.78,124.2445596
Graingrass,Sheath,H,2,4,0.2265,7.87,4.12,128.1257285
Graingrass,Sheath,H,2,5,0.2239,7.63,2.1,106.0321192
Graingrass,Sheath,H,2,6,0.2244,7.93,2.61,113.3237166
Graingrass,Sheath,H,2,7,0.2211,7.92,1.85,103.2122931
Graingrass,Sheath,H,2,8,0.2219,7.52,1.2,92.12683303
Graingrass,Stem,L,1,1,0.2263,5.86,1.61,102.1272316
Graingrass,Stem,L,1,2,0.2278,6.73,1.86,108.6397388
Graingrass,Stem,L,1,3,0.2305,5.69,1.55,103.0828861
Graingrass,Stem,L,1,4,0.2257,5.42,1.43,102.2982388
Graingrass,Stem,L,1,5,0.2334,5.92,1.42,97.63920308
Graingrass,Stem,L,1,6,0.2286,5.31,0.65,78.59622047
Graingrass,Stem,L,1,7,0.2281,5.67,0.52,71.73583954
Graingrass,Stem,L,1,8,0.2249,5.88,0.7,82.35208092
Graingrass,Stem,L,2,1,0.2252,5.62,1.46,96.86729574
Graingrass,Stem,L,2,2,0.2256,5.68,0.92,85.58886303
Graingrass,Stem,L,2,3,0.2238,5.29,0.92,84.31317024
Graingrass,Stem,L,2,4,0.2249,,,
Graingrass,Stem,L,2,5,0.2281,6.05,0.88,85.56699693
Graingrass,Stem,L,2,6,0.2218,5.93,0.97,87.521906
Graingrass,Stem,L,2,7,0.2276,5.71,0.65,79.18612039
Graingrass,Stem,L,2,8,0.2301,5.39,0.57,74.59512712
Graingrass,Stem,M,1,1,0.2281,7.11,2.63,115.205011
Graingrass,Stem,M,1,2,0.2307,6.82,2.07,109.6044733
Graingrass,Stem,M,1,3,0.2285,6.61,2.22,111.5686772
Graingrass,Stem,M,1,4,0.2276,7.08,2.53,114.1027592
Graingrass,Stem,M,1,5,0.2299,6.84,2.58,116.6676968
Graingrass,Stem,M,1,6,0.2272,,,
Graingrass,Stem,M,1,7,0.2317,6.98,2.28,112.3239426
Graingrass,Stem,M,1,8,0.2242,,,
Graingrass,Stem,M,2,1,0.2349,7.04,2.46,112.949751
Graingrass,Stem,M,2,2,0.223,6.66,1.85,104.5551087
Graingrass,Stem,M,2,3,0.2308,6.5,1.2,92.54864168
Graingrass,Stem,M,2,4,0.2283,7.12,2.1,107.8814882
Graingrass,Stem,M,2,5,0.2235,6.98,2.42,115.1302651
Graingrass,Stem,M,2,6,0.2245,6.66,2.77,120.9136971
Graingrass,Stem,M,2,7,0.2248,6.58,2.55,115.0831561
Graingrass,Stem,M,2,8,0.2274,6.47,1.4,96.9946405
Graingrass,Stem,H,1,1,0.1918,7.38,2.77,116.3806635
Graingrass,Stem,H,1,2,0.1899,7.98,3.36,123.7841232
Graingrass,Stem,H,1,3,0.1881,7.43,2.54,113.9246411
Graingrass,Stem,H,1,4,0.1862,7.6,2.59,115.2384023
Graingrass,Stem,H,1,5,0.1835,7.35,1.82,104.4317575
Graingrass,Stem,H,1,6,0.1865,7.95,2.75,117.3564048
Graingrass,Stem,H,1,7,0.1852,7.66,2.29,109.0875282
Graingrass,Stem,H,1,8,0.1892,7.55,2.36,116.6206344
Graingrass,Stem,H,2,1,0.1864,6.38,3.31,110.8083377
Graingrass,Stem,H,2,2,0.1927,,,
Graingrass,Stem,H,2,3,0.1929,6.7,3.98,118.7787026
Graingrass,Stem,H,2,4,0.186,7.38,3.23,109.2970451
Graingrass,Stem,H,2,5,0.1872,6.81,2.89,108.9295403
Graingrass,Stem,H,2,6,0.1895,6.25,2.89,112.0232692
Graingrass,Stem,H,2,7,0.1897,6.51,2.88,105.2856451
Graingrass,Stem,H,2,8,0.19,6.21,3.07,105.8157565
